sentence,label
Raheja is launching a project on Dwarka Expressway now plotted development under Deen Dayal plotted scheme and SCOs on Dwarka Expressway I dont understand How they are getting RERA approval for new projects  It is a collusion between developers and Haryana Gibernment,NEGATIVE
Really shameful to Harayana Govt and Haryana Rera This is conspiracy between Raheja builder and  govt and bank also,NEGATIVE
Raheja has taken all the money from buyers and then skipping the delivery since  Every time the same reply quot We will deliver the house at the end of next yearquot Dont know what year theyre taking about,NEGATIVE
Not only Raheja Developer has cheated these project buyerRaheja developer has cheated Raheja Oma  Dharuhera Haryana buyers also,NEGATIVE
This is fraud company they are looting money from people they will suck money slowly from you and you will be stuck with your deposit and no way you will be able to contact with customer care their is no physical office of these fraudulently company this is fraud company dont step into this mess,NEGATIVE
Totally fraud,NEGATIVE
Its a fraud Ask me These people are thieves,NEGATIVE
high end luxurious apartments,POSITIVE
great township,POSITIVE
"In my next life I will definitely book a flat here its too good

Thank you RHK",POSITIVE
The maintenance is very high its  rupees per square foot in Raheja,NEGATIVE
To pay the monthly maintenance I will have to do an extra job,NEGATIVE
I liked the flat and great to see u presenting the project all alone  Woman power ,POSITIVE
Best project reasonably priced not at all expensive,POSITIVE
I always admire the quality and infrastructure of this project worth investing,POSITIVE
Each unit is beautifully designed and offers ample space for comfortable living,POSITIVE
The staff is friendly professional and always ready to assist with any queries or concerns The management team goes above and beyond to ensure that residents needs are met promptly and efficiently,POSITIVE
Amazingly done interiors and lightiinggood vibes and warm house,POSITIVE
Big dislike no location and property details only faltu bakwas papad bele etc etc,NEGATIVE
This is nothing but nautanki Theyre showing a sample flat No guarantee ki they have bought the flat ,NEGATIVE
Congrats dont mind its my opinion whole bhk flat is really clostrophobic  see rooms are medium not big at all and toilet bathroom that too combine its so small like seriously and balcony its ridiculous rather you must look for empty bhk without interiors you got scammed seriously its hilarious cause it looks like you paid for interiors which is useless you go in village or small city also people have  big houses spacious flats with big washroom and balcony anyway its your choice again congrats,NEGATIVE
One time maintaince is not inclusive,NEGATIVE
Great project,POSITIVE
Nice project,POSITIVE
Nice location ,POSITIVE
Nice project,POSITIVE
Beautiful project,POSITIVE
The layout was amazing,POSITIVE
Nice project,POSITIVE
Nice project,POSITIVE
Nice project,POSITIVE
Nice project,POSITIVE
Nice project,POSITIVE
You should not deal with Magma its a thief company,NEGATIVE
BJP Government is not taking any action on Raheja Builder RERA and all doing nothing,NEGATIVE
a hrefUCkszUWHgymbdVUJgWIfYbwAfiPqIPvNCAAUaVery shameful our money has been looted by this Raheja cheater,NEGATIVE
I am a new victim of Raheja Developers who invested  in the PDPAM scheme just by hearing the name Astonishingly I was allotted a shop through a draw However instead of a dedicated shop I was given a nonlockableundivided space of  sq ft Upon refusing to take it I was told that my  would be forfeited This kind of extortion is something I am witnessing for the,NEGATIVE
To say that Prime Minister Modi has no clue about the crores of scams in the Pradhan Mantri Awas Yojana by Raheja instead every day their new projects are being launched without any hindrance You will see their big hoardings everywhere in Gurgaon It seems like they have bribed the entire government and administration,NEGATIVE
Actually Raheja is not a developerHe is a maha ThagHe used to launch the project only to cheat the people and gets benefits of so much vast and complecated  judiciaryIts JD NRaheja is nearly  years old and will peacefully pass  years more and buyers will get nothing In Sector  Raheja Shilas low buyers booked their flats in  and we are at the end of  but Raheja has not delivered their flatsThere are so many defence officers who have booked their very hard money but when they booked flat in RAHEJA DEVELOPERS to live a peaceful life in their final stage of livethey are bound to run courts to courts,NEGATIVE
Raheja is one of the biggest thiefs of indiaonly interested to loot the investors in association with gov its staff and media people they get awards from mediafresh permission to launch new projects when all the previous projects are not completebrHaryana govt is also involved taking no strict action against the builder,NEGATIVE
We are a group of home buyers cheated by the fraud Raheja Developers We invested in Raheja Vanya at SectorA Gurugram The project was launched in  and was promised to be delivered in  Today in  the project is nowhere to completion despite the project was registered with RERA The builder is habitual defaulter and siphoned off buyers hard earned money They have standard strategy first they launched a project construct it  and then abandon it and launch new project Beware of this Brand that is Raheja Developers Ltd,NEGATIVE
I am also a customer of krishna housing scheme by raheja they are a big fraud they never reply of emails,NEGATIVE
Lets all KHS buyers suffrers get together amp form a group amp legally fight for our refund,NEGATIVE
Sir I also bought a BHK flat in Raheja Krishna Housing in  and they promised to give it in  We have already paid around  lakh rupees but Raheja is not returning our money Please sir help us ,NEGATIVE
Raheja Revantha launched in  and not a single apartment handed over till day ,NEGATIVE
Same state for Raheja Revanta Pocession was in  but we are in  and still no sign of completion,NEGATIVE
Still not delivered frustrated with construction status Thanks for highlighting Govt pls act,NEGATIVE
Thief R Raheja Developer,NEGATIVE
The situation is the same with all of Rahejas projects,MIXED
This building under construction last  years,NEGATIVE
Please cover Raheja Oma Dharuhera This project is delayed for more than  Year Raheja Developer is big cheat there is collusion between Builder Haryana Govt and bank Its shame that Raheja developer get best developer award,NEGATIVE
Developer sir thats amazing,POSITIVE
Thank you to Zee Business for raising the issue of Raheja Developers Krishna Housing Project in Sohna I Rajendra Singh have been stuck in this project since December  Raheja has already taken  of the total project cost All their workers officers and employees keep changing their jobs every two to four months Every time I have to narrate the same story to their employees  times They are frauds cheats,NEGATIVE
